number,name,university
13511751,קריאה מודרכת למבוא לארץ ישראל וסוריה,BGU
13511941,מוצא האדם,BGU
13512051,מבוא לארכיאולוגיה וארכיטקטורה יוונית והלניסטית - חלק א,BGU
13512091,"התקופה הכלכוליתית בא\""י",BGU
13512241,מבוא לתולדות הנצרות,BGU
13512411,תרבויות פרהיסטוריות במצרים,BGU
13512421,עולם המתים במצרים העתיקה,BGU
13512631,מבוא לאפיגרפיה עברית,BGU
13512891,ארכיאולוגיה של צפון סיני בתקופת הברזל,BGU
13512901,תקופת הברונזה הקדומה בארץ ישראל וסוריה,BGU
13512981,ארכיאולוגיה של חברות פסטורליות,BGU
13513011,טופולוגיה של חפצים מצריים,BGU
13513021,תרבות והיסטוריה חיטית,BGU
13513081,קרמיקה רומית וביזנטית,BGU
13513111,מבוא לתרבות מצרים העתיקה,BGU
13513121,תרבות מצריים העתיקה,BGU
13513131,ארכיאולוגיה של לקטים וציידים,BGU
13513141,אפיפליאולית של הלבנט,BGU
13513151,"הופעת ההומו ספיאינס במזה\""ת",BGU
13513161,אתרי ארץ ישראל בתקופה הקלסית,BGU
13513181,שיטות מדעיות,BGU
13513311,יחסי חת במצרים,BGU
13513351,"יהודים שומרונים ופגנים בא\""י",BGU
13513481,ארכיאולוגיה סביבתית,BGU
13513511,שלהי התקופה הפליאוליתית בא\'י,BGU
13513521,טכנולוגיה קדומה,BGU
13513531,פיניקיה והפיניקים,BGU
13513541,מבוא לתרבות מצרים,BGU
13513551,מקדשים ופולחן במצריים,BGU
13513611,מבוא לארכיאולוגיה יהודית,BGU
13513631,מבוא לאומנות הקלאסית,BGU
13513671,ניתוח חפצים מצריים,BGU
13513711,ארכיאלוגיה נוודית פסטורלית,BGU
13513721,ארכיאולוגיה של דרום,BGU
13513761,דת ופולחן במצרים הקדומה,BGU
13513771,קרמיקה קלסית של ארץ ישראל א\',BGU
13513781,קרמיקה קלסית של ארץ ישראל-חלק ב\',BGU
13513811,תקופת הברונזה,BGU
13513821,מקדש ופולחן בדת היוונית,BGU
13513891,כתובות עבריות מימי בית שני ותק\' המשנה והתלמוד,BGU
13513911,היסטוריה וארכיאולוגיה של ירושלים,BGU
13513941,כתובות מימי בית שני,BGU
13513971,תרבויות פרהיסטוריות באירופה,BGU
13514031,קריאה מודרכת לתק\' קלסיות,BGU
13514041,ארכיאולוגיה אורבנית,BGU
13514061,קריאה מודרכת לתק\' קלסיות,BGU
13514071,ארכיאולוגיה של צפון אמריקה,BGU
13514111,ארכיאולוגיה מרחבית,BGU
13514131,ארכיאולוכיה של ירושלים,BGU
13514151,הארכיאולוגיה של ירדן,BGU
13514171,ההיסטוריה של הארכיאולוגיה,BGU
13520035,חצור כמקרה מבחן - ארכיאולוגיה והיסטוריה,BGU
13611021,מבוא ליחסים בנלאומיים,BGU
13611091,מבוא לפוליטיקה ישראלית,BGU
13611241,סוגיות בקבלת החלטות,BGU
13611261,מבוא לפוליטיקה ישראלית,BGU
13611331,יחסי עדות בישראל,BGU
13611341,"יחסים יהודים ערבים בימה\""ב בעת החדשה",BGU
13611511,מבוא לתאוריות ומושגים ביחסים בינלאומי,BGU
13611581,תיאוריות על לאומיות,BGU
13611601,תולדות המדינה המודרנית,BGU
13710037,תולדות הספרות הערבית הקלאסית - ב,BGU
13710071,תורת ההגה והצורות - ב,BGU
13710081,מבוא לספרות ערבית ותרבות ערבית,BGU
13810013,אפריקה היום: שחור ולבן בצבע,BGU
13810027,סוציולוגיה פוליטית,BGU
13810041,תיאוריות על לאומיות - ב,BGU
13810044,"האיחוד האירופי, ישראל והקהילות היהודיות באירופה - ב",BGU
13810057,ספורט ופוליטיקה,BGU
13810121,המשטר הפוליטי בישראל,BGU
13810122,"דמוקרטיה, שיטה ורעיון",BGU
13810123,"דמוקרטיה, שיטה ורעיון - ב",BGU
13810131,מבוא למחשבה מדינית,BGU
13810152,מדיניות ציבורית,BGU
13810171,מבוא היסטורי לפוליטיקה בת-זמננו - א,BGU
13810174,עירוניות ופוליטיקה,BGU
13810181,מבוא היסטורי לפוליטיקה בת-זמננו - ב,BGU
13810241,מבוא ליחסים בינלאומיים,BGU
13810261,מבוא לפוליטיקה וממשל,BGU
13810271,מבוא לפוליטיקה וממשל,BGU
13810411,אתיקה ביחסים בינלאומיים,BGU
14110001,סטטיסטיקה תאורית משאבי אנוש,BGU
14110011,סטטיסטיקה היסקית,BGU
14110022,סוציאליזציה פוליטית,BGU
14110024,סוגיות יסוד בסוציולוגיה היסטורית,BGU
14110123,נוירופסיכולוגיה קוגניטיבית,BGU
14110132,יישומים באנתרופולוגיה: סוגיות תיאורטיות ופרקטיות - ב,BGU
14110154,סטטיסטיקה ב\',BGU
14110275,מבוא לסוציולוגיה ארגונית - ב,BGU
14110284,מבוא לפסיכולוגיה ארגונית - א,BGU
14110521,שימושי מחשב במדעי ההתנהגות,BGU
14110701,סוציולוגיה של המשפחה - ב,BGU
14111021, מבוא לפסיכולוגיה א,BGU
14111041, מבוא לסטטיסטיקה א,BGU
14111061,הסקה סטטיסטית,BGU
14111091,פסיכולוגיה חברתית,BGU
14111101,סטטיסטיקה א\',BGU
14111111,מבנים חברתיים השוואתיים א,BGU
14111121,פסיכולוגיה התפתחותית - חלק א,BGU
14111141,למידה,BGU
14111151,מבנה חברתי של ישראל - חלק א,BGU
14111171,התנהגות אבנורמלית א,BGU
14111221,אישיות,BGU
14111251,מבוא להתנהגות בארגוני עבודה,BGU
14111421,זיכרון,BGU
14111541,פסיכולוגיה ניסויית,BGU
14111561, ניסוי ומחקר א,BGU
14111581,הפרט בחברה,BGU
14111601,חשיבה ואינטיליגנציה מלאכותית,BGU
14111661,אפריקה בדמיון ובמציאות,BGU
14111781,סקרים ושיטות לינאריות,BGU
14111851,אפריקה בדרך ומציאות,BGU
14111871,דת וחברה,BGU
14111881,בעיות עוני ועיור,BGU
14111891,מבוא לפסיכולוגיה - חלק ב,BGU
14111951,מבוא לאנתרופולוגיה,BGU
14111991,פסיכולוגיה חברתית ב,BGU
14112001,ניסוי ומחקר - חלק ב,BGU
14112011,מבנים חברתיים השוואתיים,BGU
14112021,מבוא לפסיכולוגיה התפתחותית,BGU
14112051,מבנה חברתי של ישראל - חלק ב,BGU
14112061,התנהגות אבנורמלית - ב,BGU
14112201,אישיות,BGU
14112231, יסודות הסוציולוגיה ב,BGU
14112251,מבוא להתנהגות בארגוני עבודה,BGU
14112431,מבוא לאירגונים,BGU
14112691,תורת המבחנים,BGU
14112751,סוציולוגיה של יחסי עבודה - ב,BGU
14112871,דת וחברה,BGU
14113021,רגרסיה ב\'- שיטות ניתוח נתונים,BGU
14113211,קוגנטיביות 1,BGU
14113221,פסיכולוגיה קוגנטיבית - ב,BGU
14113231,התפתחות קוגנטיבית,BGU
14113241,התפתחות קוגנטיבית בגיל הרך,BGU
14113461,עמדות ודעות א,BGU
14113481,אישיות א,BGU
14113521,מבנה הרגשות א,BGU
14113531,מבנה הרגשות ב,BGU
14113591,בסיס ביולוגי של מוטיבציה,BGU
14113601,בסיס ביולוגי של מוטיבציה,BGU
14113631,מודלים של למידה והתפתחות א,BGU
14113681,תכנות,BGU
14113721,אישיות ובריאות,BGU
14113731,תכנות,BGU
14113771,היבטים אנתרופולוגיים ברפואה הבדואית,BGU
14113831,אס.פי.אס.אס,BGU
14113931,שיטות מיון,BGU
14114021,"מחאה, יצירה חברתית וסטיה",BGU
14114111,אנתרופולוגיה של החברה הישראלית א,BGU
14114121,אנתרופולוגיה של החברה הישראלית ב,BGU
14114261,אנתרופולוגיה פוליטית,BGU
14121000,בחינת ידע,BGU
14125001,שיטות מחקר למוסמכים,BGU
14125171,מבחנים והערכה,BGU
14125271,שיטות מחקר למוסמכים- מערכים מתאמיים- ב\',BGU
14126701,תאוריות אירגוניות,BGU
14127261,תורת המבחנים,BGU
14127291,התפתחות מושגים,BGU
14128041,פסיכולוגיה ארגונית,BGU
14210011,יסודות הכלכלה - א,BGU
14210012,סחר חוץ ומדיניות סחר חוץ בישראל,BGU
14210014,מחשבים לכלכלנים,BGU
14210019,מכרזים,BGU
14210022,יחסי ממשלה - תעשייה,BGU
14210023,סוגיות במימון ציבורי,BGU
14210030,סטטיסטיקה לכלכלנים ב\',BGU
14210031,כלכלה ציבורית,BGU
14210048,סוגיות נבחרות במשפט,BGU
14210052,בחירת תיקי השקעות,BGU
14210064,תחרות אסטרטגית בין מעטים,BGU
14210066,ניהול תיק השקעות ואלגוטרייד,BGU
14210073,מסחר בינלאומי - הצד הריאלי,BGU
14210086,כלכלת מגדר,BGU
14210090,תיאוריה חשבונאית ונושאים מיוחדים בחשבונאות,BGU
14210104,כלכלה בינלאומית,BGU
14210110,חברות רב לאומיות - ניתוח כלכלי,BGU
14210111,מבוא לכלכלה ללא כלכלנים,BGU
14210112,"צמיחה, יציבות ורווחה בכלכלת ישראל",BGU
14210121,"מבוא לכלכלה 1 - תעו\""נ",BGU
14210130,תחרויות אסטרטגיות,BGU
14210150,"תמריצים, אינפורמציה וחוזים",BGU
14210151,מבוא לכלכלה 2,BGU
14210191,מיסוי לכלכלנים,BGU
14210211,סטטיסטיקה לכלכלנים א\',BGU
14210221,מבוא למידע כלכלי - א,BGU
14211011,מבוא לכלכלה - א,BGU
14211021,מבוא לכלכלה - ב,BGU
14211031,תורת המחירים,BGU
14211041,תורת המחירים - ב,BGU
14211051,מקרו כלכלה - א,BGU
14211061,מימון הפירמה,BGU
14211071,חשבונאות מנהלית,BGU
14211081,מבוא לאקונומטריקה,BGU
14211091,היסטוריה כלכלית,BGU
14211101,מבוא לחשבונאות ניהולית,BGU
14211111,כלכלת ישראל,BGU
14211141,מימון ציבורי,BGU
14211151,מסחר בינלאומי,BGU
14211171,כלכלת אי-ודאות,BGU
14211181,ארגון ענפי,BGU
14211221,מתמטיקה לכלכלנים ב\',BGU
14211231,ניתוח ניירות ערך,BGU
14211281,יסודות החשבונאות - א,BGU
14211351,כלכלת עבודה,BGU
14211361,חשבונאות פיננסית א,BGU
14211371,משפט מסחרי א,BGU
14211391,חשבונאות פיננסית ב,BGU
14211401,יסודות המשפט,BGU
14211408,יסודות המשפט,BGU
14211411,מבוא לחשבונאות פיננסית - א,BGU
14211421,מבוא לחשבונאות פיננסית,BGU
14211451,משפט מסחרי ב,BGU
14211511,דיני תאגידים,BGU
14211521,יסודות המשפט העיסקי,BGU
14211541,יסודות החשבונאות - ב,BGU
14211551,מקרו כלכלה - ב,BGU
14211571,חשבונאות מנהלית,BGU
14211611,צמיחה כלכלית,BGU
14211621,דיני מיסים א,BGU
14211671,ביקורת חשבונות א,BGU
14211681,ביקורת חשבונות ב,BGU
14211701,נושאים מיוחדים בחשבונאות,BGU
14211721,דווח בתאגידים,BGU
14211771,ניתוח דוחות כספיים,BGU
14211781,ביקורת חשבונות 2 - א,BGU
14211791,2בקורת חשבונות ב,BGU
14211811,מיסים ב,BGU
14211831,מיסים ותכנון מס,BGU
14211841,חשבונאות ניהולית 2,BGU
14211861,מבוא לחקר ביצועים,BGU
14211871,כלכלת טכנולוגיה,BGU
14211881,ישומים אקונמטריים בכלכלה,BGU
14211951,תכנון לינארי,BGU
14211961,מימון הפירמה בתנאי אי וודאות,BGU
14212001,האיחוד האירופי,BGU
14212011,מחקר חשבונאי וניתוח דוחות כספיים,BGU
14212021,כלכלת פיתוח,BGU
14212031,כלכלת יפן,BGU
14212051,חשבונאות ניהולית מתקדמת,BGU
14212091,מדיניות מיסים בישראל,BGU
14212131,ביקורת מערכות מידע ממוחשבות,BGU
14212141,תאוריה פיננסית מתקדמת,BGU
14212181,סוגיות במדיניות המוניטרית בישראל ובעולם,BGU
14212191,כלכלת אוכלוסיה ורווחה,BGU
14212211,מחשבה כלכלית מוקדמת,BGU
14212221,שימושי מיקרו מחשב בכלכלה,BGU
14212231,כספים בנקאות ומדיניות מוניטרית,BGU
14212241,בחירה חברתית,BGU
14212261,תולדות המחשבה הכלכלית,BGU
14212281,בעיות נבחרות בכלכלת רווחה,BGU
14212291,מימון הפירמה בתנאי אי וודאות,BGU
14212431,מימון ב\' נושאים נבחרים,BGU
14212471,מחשבה כלכלית,BGU
14212481,"תמחור,תקציב ובקרה",BGU
14212491,גישות אלטרנטיביות בכלכלה,BGU
14212511,ממשל מקומי,BGU
14212521,הפרטה,BGU
14212531,תאוריה של מימון,BGU
14212541,ישראל בכלכלת העולם,BGU
14212551,כלכלת ביטחון,BGU
14212561,מבוא לתורת המשחקים,BGU
14212571,כלכלת תחבורה,BGU
14212581,ניהול פיננסי,BGU
14212601,סוגיות במדיניות כלכלית,BGU
14212611,ניתוח מערכת החשבונות המאזניים,BGU
14212621,ציפיות רציונליות,BGU
14212661,יסודות המשפט לכלכלנים,BGU
14212671,התפתחויות בכלכלת העולם,BGU
14212681,כלכלת מים ומקורות,BGU
14212741,ביטוח לאומי ופנסיה,BGU
14212751,גידור וניהול סיכונים בעזרת אופציות וחוזים,BGU
14212791,כלכלה מוניטרית בינלאומית,BGU
14212811,"מדיניות שיווק בי\""ל",BGU
14212881,הכרת המחשב,BGU
14212921,דיני עבודה,BGU
14212951,כלכלת בריאות,BGU
14212991,כלכלת הסביבה,BGU
14213001,שיטות כמותיות במימון,BGU
14213010,מימון הפירמה בתנאי אי וודאות,BGU
14213011,מימון הפירמה ב\',BGU
14213051,כלכלת עבודה,BGU
14213081,דיני חוזים,BGU
14213131,חוק מס הכנסה - תיאומים בשל אינפלציה,BGU
14213141,מבוא לכלכלה להנדסת תעשיה,BGU
14213151,מודלים לינאריים בכלכלה,BGU
14213221,כלכלת אקטואריה,BGU
14213281,היבטים כלכליים של מדיניות ציבורית,BGU
14216621,ניתוח עלות תועלת,BGU
14216641,"פירמות:בעלות, ניהול שליטה",BGU
14216661,תאוריה ומדיניות מוניטרית מסמית לקיינס,BGU
14216671,כלכלת משאבי טבע,BGU
14216701,משחקים שיתופיים,BGU
14216721,כלכלה ניסויית,BGU
14216731,כלכלת המושב,BGU
14220015,"אג\""ח",BGU
14220331,מכרזים,BGU
14222610,תיאוריה של מיקוח,BGU
14222631,אופציות וחוזים עתידים,BGU
14225011,אקונומטריקה 1,BGU
14225021,ישומי מיקרו,BGU
14225101,מקרו כלכלה מתקדם,BGU
14225221,כלכלה בינלאומית,BGU
14225281,מימון מתקדם - השקעות,BGU
14225321,מימון מתקדם ב,BGU
14225341,כלכלת משאבים וסביבה,BGU
14225411,מאזנים מאוחדים,BGU
14225571,היבטים דינמיים בכלכלה,BGU
14225601,שינויים טכנולוגיים ופיתוח חקלאות,BGU
14225631,בעיות נבחרות בכלכלה,BGU
14225671,תורת המשחקים וישומה בכלכלה,BGU
14225721,תאוריה מוניטרית,BGU
14225761,מימון בינלאומי,BGU
14226140,תאוריה מיקרו-כלכלית ב\',BGU
14410035,בעיות מיוחדות הנוגעות לעובדים סוציאלים,BGU
14410036,התערבויות בעבודה סוציאלית - א,BGU
14410046,התערבויות בעבודה סוציאלית - ב,BGU
14410051,יסודות בעבודה סוציאלית לעולים,BGU
14410073,חשיבה פוליטית,BGU
14410083,נשים בעולם הערבי,BGU
14410111,יסודות הסוציולוגיה,BGU
14410261,מגדר בריאות ורב תרבותית - א,BGU
14410501,יסודות הכלכלה,BGU
14410511,אתיקה לעבודה סוציאלית,BGU
14411011,התפתחות האדם א,BGU
14411021,התפתחות האדם ב,BGU
14411031,יסודות הסטטיסטיקה,BGU
14411034,יסודות הסטטיסטיקה,BGU
14411041,יסודות הסטטיסטיקה,BGU
14411061,מבוא למדיניות חברתית ולמדינת הרווחה - א,BGU
14411071,יסודות בעבודה סוציאלית,BGU
14411081,יסודות בעבודה סוציאלית,BGU
14411121,שיטות מחקר,BGU
14411131,פסיכופתולוגיה וסטיה א,BGU
14411141,פסיכופתולוגיה וסטיה ב,BGU
14411151,עבודה סוציאלית עם קבוצות,BGU
14411171,עבודה קהילתית,BGU
14411181,עבודה קהילתית,BGU
14411191,עבודה פרטנית עם היחיד בסביבתו,BGU
14411211,שיטות מחקר א+ב,BGU
14411218,שיטות מחקר שנה א,BGU
14411221,חוק ורווחה,BGU
14411281,משברים ומצבי לחץ,BGU
14411291,שיטות מחקר,BGU
14411301,סוגיות נבחרות בעבודה פרטנית,BGU
14411321,התערבות משפחות,BGU
14411371,מבנה וחברה,BGU
14411411,ארגוני רווחה,BGU
14411451,בריאות וחולי,BGU
14411461,טכניקות דמוגרפיות לעובד בסדנות,BGU
14411471,יחסי עדות,BGU
14411481,פריון הגירה ותמותה,BGU
14411511,התנדבות ארגונית,BGU
14411581,תהליכים דמוגרפיים,BGU
14411661,מבוא לארגון ומינהל שרותי רווחה,BGU
14411671,ארגון ומנהל שרותי רווחה,BGU
14411681,מדיניות רווחה,BGU
14411691,מבוא למדיניות חברתית ולמדינת הרווחה - ב,BGU
14411721,אספקטים פסיכוסוציאליים של הזיקנה,BGU
14411741,"התפתחות היסטורית של ע\""ס",BGU
14411791,יסודות הסוציולוגיה - חלק א,BGU
14411801,יסודות הסוציולוגיה ב,BGU
14411891,מבוא למערכות קהילתיות,BGU
14411901,סטטיסטיקה ב,BGU
14411911,מבוא לפסיכולוגיה א,BGU
14411921,מבוא לפסיכולוגיה ב,BGU
14411931,ראיון,BGU
14411941,מבנה אירגונים,BGU
14411951,מבנה חברתי של ישראל,BGU
14411961,תאורית משברים,BGU
14411991,התערבות קוגניטיבית,BGU
14412001,אלכוהול וסמים,BGU
14412061,סוגיות בקליטת עליה,BGU
14412091,ילדים במצבי לחץ,BGU
14412341,סוציולוגיה של הגירה וקליטה,BGU
14412361,יישוב קונפלקטים,BGU
14412371,היבטים של שיקום,BGU
14412481,מבוא לאנתרופולוגיה,BGU
14412491,מבוא לגרונטולוגיה,BGU
14412501,כלכלה ורווחה,BGU
14412611,סטטיסטיקה ושיטות מחקר,BGU
14412731,דמוגרפיה משפחתית,BGU
14412861,"אתיקה של עו\""ס",BGU
14421131,שיטות מחקר כמותיות למתקדמים א,BGU
14911011,לאדינו- למתחילים - א,BGU
14911241,רבי חיים בן עטר ומשנתו,BGU
14911281,רבדים קבליים,BGU
14911381,קהילות יהודי תימן בעת החדשה,BGU
14911511,יהדות צפון אפריקה בתק\' השואה,BGU
14911541,האישה ביהדות המזרח במרוצת הדורות,BGU
14911621,הרעיון המשיחי,BGU
14911741,רבי חיים בן עטר ומשנתו,BGU
14911831,20-סוגיות בתולדות יהדות עיראק במאה ה,BGU
14911841,יחסי יהודים ערבים בעירק,BGU
14911851,היצירה הפיוטית במרוקו,BGU
14911861,יהודי עיראק בין ערביות לציונות,BGU
14911881,יהודי המזרח,BGU
14911891,יהודי צפון אמריקה מאה יט-כ א,BGU
14911911,יהודי צפון אפריקה מאה יט-כ,BGU
14911921,יהודי טוניסיה - קולוניאליזם,BGU
14911931,יהודי טוניסיה - קולוניאליזם,BGU
14911981,יחסי עדות בישראל,BGU
14912051,ציונות ועליה מצפון אמריקה ב,BGU
14912181,הפזורה הספרדית,BGU
14912191,הפזורה הספרדית,BGU
14912201,האינקוויזיציה והאנוסים,BGU
14912211,האינקוויזיציה,BGU
14912231,יהודי אלג\'יריה בעידן של תמורות,BGU
14912271,תולדות היהודים בארצות המזרח,BGU
14912331,מנהג ופולקלור בקהילות צפון אפריקה,BGU
14912341,מנהיגי קהילות לוב,BGU
14912351,רבני לוב וחכמיה,BGU
14912361,רבני לוב וחכמיה,BGU
14912401,היצירה הרוחנית,BGU
14912411,היהודים בעירק אחרי העליה,BGU
14912431,19-צרפת אלג\'יריה וא\'י במאה ה,BGU
14913531,הרעיון המשיחי,BGU
14913541,תכנים קבליים בספרות,BGU
15010011,יחסי צבא וחברה בישראל,BGU
15010012,התפתחות החשיבה הביטחונית בישראל,BGU
15010021,צבא וחברה בישראל,BGU
15010047,תולדות מלחמה העצמאות - ב,BGU
15010050,צבא ומגדר,BGU
15010051,מודיעין במלחמה,BGU
15010058,משבר לאומי והתמודדות שלטונית בראי השוואתי,BGU
15010071,מלחמת ששת הימים,BGU
15010091,אסטרטגיה ותורת המלחמה,BGU
15010131,"1947-1973 יחסי ארה\""ב ישראל",BGU
15010141,"1973-1947 :יחסי ישראל ארה\""ב",BGU
15010160,תולדות כוח המגן,BGU
15010211,פוליטיקה ומלחמה,BGU
15010241,מלחמה ואסטרטגיה,BGU
15110041,המוסיקה של ורדי,BGU
15110047,דת ומדינה בצרפת המודרנית,BGU
15110053,"תמורות תרבותיות בצרפת 1945-2000 : קולנוע, תקשורת ואומנויות",BGU
15110064,מסרטר לבורדיה - אינטלקטואלים בצרפת המודרנית 1945-2000,BGU
15110066,מלחמת אלג\'יריה והתגובה אליה בצרפת : היסטוריה וזיכרון,BGU
15110081,מבוא לשואה,BGU
15110091,נושאים מיתולוגיים באומנות היונית,BGU
15110141,סוגיות בנושאי משטרה בישראל,BGU
15110341,"יצירה, נפש ושגעון",BGU
15111031,תלמוד א למתחילים,BGU
15111041,תלמוד ב,BGU
15111221,המוסיקה של באך,BGU
15111261,יצירות מופת במוסיקה של המאה העשרים,BGU
15111281,הסימפוניה,BGU
15111381,האופרה,BGU
15111601,המוסיקה של מוצרט,BGU
15111651,חונכות ואיפיונים פסיכולוגיים,BGU
15111771,ואריאציות,BGU
15111861,המוסיקה בתקופת הרנסנס,BGU
15111891,עבודות סיוע בחינוך,BGU
15111901,הסימפוניות של בטהובן,BGU
15111911,הרקוויאם,BGU
15111931,המוסיקה של צ\'איקובסקי,BGU
15111941,קוביזם,BGU
15112021,סימפוניות רומנטיות,BGU
15112031,המוסיקה של שוברט,BGU
15112041,מבוא לספרות רבנית,BGU
15112051,מסובלנות לשואת היהודים,BGU
15112071,עלייתה ושקיעתה של האימפריה הסובייטית,BGU
15112081,עלייתה ושקיעתה של האימפריה הסובייטית,BGU
15112111,גבולות הציות לחוק ופקודה,BGU
15112121,גבולות הציות לחוק ופקודה ב,BGU
15112171,פוליטיקה ומלחמה,BGU
15112181,מלחמת העצמאות,BGU
15113061,כתיבה,BGU
15211011,צרפתית למתחילים - חלק א,BGU
15211071,ערבית למתחילים א,BGU
15211081,צרפתית למתקדמים א,BGU
15211121,ערבית למתחילים ב,BGU
15211171,איטלקית למתחילים - ב,BGU
15211181,איטלקית למתקדמים - ב,BGU
15211191,צרפתית למתחילים - חלק ב,BGU
15211201,צרפתית למתקדמים - חלק ב,BGU
15211221,יידיש למתחילים,BGU
15211251,סינית למתחילים,BGU
15211261,סינית למתחילים - ב,BGU
15211291,ספרדית למתחילים - חלק ב\',BGU
15211331,ערבית למתחילים,BGU
15211341,ערבית למתקדמים,BGU
15311011,אנגלית בסיסית 2,BGU
15311021,אנגלית בסיסית 3,BGU
15315041,אנגלית מתקדמים 1,BGU
15315051,אנגלית מתקדמים 2 טבע וטכנולוגיה,BGU
15510061,סקירת תולדות האומנות א,BGU
15510071,סקירת תולדות האומנות,BGU
16510013,מתודולוגיות פמיניסטיות,BGU
16510014,סדיזם ומזוכיזם בספרות ובהגות,BGU
16510017,מבוא לתיאוריה ולתרבות קווירית,BGU
16510071,תיאוריות פוליטיות פמיניסטיות - א,BGU
16510081,תאוריות פוליטיות פמיניסטיות,BGU
16710033,"אנו באנו ארצה\"": עיצובו ושינויו של המקום הישראלי - ב",BGU
16710089,ארכיאולוגיה וחברה בישראל,BGU
16710099,מהתנחלות להתנתקות והלאה: ישראל והשטחים,BGU
16710101,מדינת ישראל-מבוא להיסטוריה,BGU
16710111,מבוא ללימודי מדינת ישראל,BGU
16710123,יהדות התפוצות בעיצוב מדיניות החוץ של ישראל בין השנים 1948-1967- ב,BGU
16710181,הציונות בארצות האסלאם - ב,BGU
16710189,מדיניות החוץ של ישראל בתוך מערכת בינלאומית משתנה - ב,BGU
16710193,"ישראל: תרבות, פוליטיקה ואידיאולוגיה בתקופת העיצוב",BGU
16710311,פוליטיקה ומלחמה,BGU
16710384,"מצב האומה\': בין יהדות, ישראליות וציונות",BGU
16710385,"יחסי דת, חברה ומדינה בישראל - א",BGU
16710391,החברה הישראלית: היבטים סוציולוגיים ואנתרופולוגיים - ב,BGU
16710521,החברה החרדית בישראל,BGU
16710551,20-יהודי תימן ויהודי עירק במאה ה,BGU
16710792,גלגוליה של העדתיות בישראל - ב,BGU
16710811,מדינת ישראל בין מעצמות העולם בין השנים 1948-1967,BGU
16710821,היסטוריה של הדיפלומטיה הישראלית בין השנים 1948-1967 - ב,BGU
16810031,תלמוד,BGU
16910011,מבוא לפולקלור,BGU
16910021,מבוא לתורת הפולקלור,BGU
16910071,יידיש,BGU
16910072,תרבות וחברה בסיפורי מעשיות,BGU
16910081,יידיש לממשיכים,BGU
16910082,סלוניקי מרכז ספרותי: הרומנסרו של סלוניקי,BGU
16910091,אמנות ואמנות שימושית,BGU
16910133,המחול העממי בהקשרים החברתיים והתרבותיים,BGU
16910181,יידיש למתחילים,BGU
16910191,יידיש לממשיכים,BGU
16910231,מבוא לספרות לאדינו ותולדותיה,BGU
16910242,מהי אוטנטיות: סוגיות בתרבות חומרית,BGU
17310011,סוגיות בתקשורת קהילתית,BGU
17310015,אתיקה עיתונאית,BGU
17310022,מבוא לבלשנות וחברה,BGU
17310037,ייצוג קולנועי וטלוויזיוני של הסכסוך הישראלי-פלסטיני,BGU
17310051,הסיפור הקולנועי - מאריסטו עד טרנטינו,BGU
17310065,תחנות בתולדות הקולנוע,BGU
17310090,היסטוריה של אמצעי התקשורת,BGU
17310091,תקשורת וחברה,BGU
17310096,עיתונות ותקינות פוליטית,BGU
17310100,מפת התקשורת בישראל,BGU
17310103,שיח חברה ותקשורת,BGU
17310121,סרטים ישראלים - צפייה וניתוח,BGU
17310160,דיני תקשורת,BGU
17310212,שפה ותקשורת בחברות דמוקרטיות,BGU
18511001,"חדו\""א ואלגברה לתעופה",BGU
18511002,פיזיקה,BGU
18511007,משוואות דיפרנציאליות א\',BGU
18511013,גלים ופיסיקה מודרנית,BGU
18610017,הקאנון היהודי והקאנון הנוצרי,BGU
18610047,פרשנותו האלגורית של פילון,BGU
18610087,"אלגוריה, מיסטיקה ופוליטיקה אצל פילון",BGU
19110030,השלמות בפיזיקה למדעי העצב,BGU
19710013,מתמטיקה למדעי המוח והקוגניציה,BGU
19710019,מתמטיקה מורחבת למדעים הקוגניטיביים - א,BGU
19710023,הסתברות למדעי המוח והקוגניציה,BGU
19710024,"חדו\""א 2 למדעי הקוגניציה והמוח",BGU
19710029,מתמטיקה מורחבת למדעים הקוגניטיביים - ב,BGU
19710034,אלגברה לינארית למדעי הקוגניציה והמוח,BGU
19710039,לוגיקה למדעי המוח והקוגניציה,BGU
19710069,נושאים במדעי המחשב למדעים הקוגניטיביים,BGU
20110001,מבוא למתמטיקה א,BGU
20110011,"חדו\""א א 1",BGU
20110021,"2חדו\""א א",BGU
20110031,"3חדו\""א א",BGU
20110041,אנליזה מתקדמת,BGU
20110051,גיאומטריה דיפרנציאלית,BGU
20110061,משואות דיפרנציאליות רגילות,BGU
20110071,יסוד תורת הפונקציות המרוכבות,BGU
20110081,יסודות תורת המידה,BGU
20110091,מבוא לטופולוגיה,BGU
20110101,משואות דיפרנציאליות חלקיות,BGU
20110111,מבוא לאנליזה נומרית,BGU
20110131,תורת ההסתברות 1,BGU
20110141,נושאים במשוואות דיפרנציאליו,BGU
20110151,אנליזה פונקציונלית 1,BGU
20110171,מרחבי הילברט,BGU
20110191,יסודות תורת הפונקציות המרוכבות,BGU
20110201,מבוא ללוגיקה ולתורת הקבוצות,BGU
20110231,אנליזת פורייה,BGU
20110241,אנליזה מתקדמת להנדסת תקשורת,BGU
20110251,תורת הפונקציות המרוכבות,BGU
20112001,תכנות מערכות,BGU
20112011,תכנות 1,BGU
20112021,תכנות 2,BGU
20112031,תכנות מערכות 1,BGU
20112041,מבנה נתונים,BGU
