number,name,university
37110231,תקשורת ספרתית להנדסת תקשורת,BGU
37110241,פרוטוקולים ומכונות מצבים סופיות,BGU
37110251,שיטות כמותיות וסימולציה בחקר רשתות,BGU
37110271,סימולציה ושיטות כמותיות בחקר רשתות,BGU
37110291,מבוא לרשתות מחשבים,BGU
37110301,אלגוריתמים מבוזרים,BGU
37110311,אלגוריתמים ומבני נתונים,BGU
37110331,תכן רשתות: תורת הגרפים,BGU
37110341,מבני נתונים,BGU
37110342,תכנון אלגוריתמים,BGU
37110401,אבטחת מידע ונתונים,BGU
37110601,מערכות טלקומוניקציה ומחשבים,BGU
37110701,מערכות ניהול רשתות,BGU
37110811,הנדסת תוכנה (מונחי עצמים),BGU
37110901,כלכלת מערכות תקשורת,BGU
37111021,פרוייקט הנדסי מתקדם,BGU
37111201,מבוא לעיבוד אותות וצורות,BGU
37111211,יישומי מולטימדיה,BGU
37111221,מבוא לתקשורת מולטימדיה,BGU
37111231,רשתות תקשורת מולטימדיה,BGU
37111241,דחיסת מולטימדיה,BGU
37111301,רשתות מהירות ומיתוג,BGU
37111311,תכן לוגי לתקשורת,BGU
37111401,שיטות אופטימיזציה להנדסת תקשורת,BGU
37111411,תכן רשתות: תורת התורים,BGU
37111501,מבנה מחשבים ומיקרו-בקרים,BGU
37111601,יסודות מדעי המחשב,BGU
37111611,תכנות רשתות,BGU
37111621,קבצים ובסיסי נתונים,BGU
37111631,מערכות הפעלה,BGU
37111641,בינה מלאכותית,BGU
37111661,תכנות בשפת C ג,BGU
37111662,תכנות מתקדם,BGU
37111671,תכנות הנדסי א\',BGU
37111681,תכנות להנדסת בנין,BGU
37111701,מבוא לתהליכים אקראיים,BGU
37111801,מבוא לתורת המידע,BGU
37111902,ערוצי רדיו במערכות סלולריות ולוויניות,BGU
37111903,רשתות תקשורת אלחוטיות,BGU
37111905,רשתות תקשורת אלחוטיות עם ערוץ פס רחב,BGU
37112001,תקשורת אלקטרואופטית,BGU
37112401,מעבדה במערכות משובצות,BGU
37112403,מעבדת מיקרו-בקרים לתקשורת,BGU
37112413,מעבדה ברשתות תקשורת,BGU
37112433,מעבדה במערכות חישוב טכניות,BGU
37112473,מעבדה במערכת UNIX,BGU
37112493,מעבדת תכנות ++C/C,BGU
37120201,נושאים מתקדמים ברשתות תקשורת,BGU
37120212,הכרה וישום של מעבדי רשת לקצבים מהירים מאד,BGU
37120251,שיטות כמותיות בחקר רשתות,BGU
37120311,אלגוריתמים ברשתות חיישנים,BGU
37120331,רשתות חברתיות,BGU
37121601,בינה מלאכותית במערכות תקשורת,BGU
37121812,תורת הקידוד עקרונות ויישומים,BGU
37121901,מערכות תקשורת אלחוטית מתקדמות,BGU
37121902,רשתות אד הוק ורשתות חיישנים אלחוטיות,BGU
37211021,מבוא להסתברות וסטטיסטיקה,BGU
37211101,מבוא למערכות מידע ושמושי מחשב,BGU
37211105,מבוא להנדסת תוכנה,BGU
37211111,מבוא לתכנות,BGU
37211117,מבוא למערכות הפעלה,BGU
37212021,אמידה ומבחני השערות למערכות מידע,BGU
37212031,חקר ביצועים,BGU
37212041,ניהול הייצור למערכות מידע,BGU
37212051,אלגוריתמים,BGU
37212102,עקרונות התכנות,BGU
37212104,נושאים מתקדמים בתכנות,BGU
37212303,ארגון ועיבוד קבצים,BGU
37212306,מודלים חישוביים,BGU
37212402,סביבות פיתוח באינטרנט,BGU
37212501,מבנה מערכות מחשוב,BGU
37212801,מנשקי אדם-מחשב,BGU
37213021,רגרסיה ותכנון ניסויים למערכות מידע,BGU
37213031,סימולציה ממוחשבת,BGU
37213041,מבוא לתקשורת נתונים,BGU
37213101,ניתוח ועיצוב מערכות מידע,BGU
37213103,ניתוח ועיצוב מונחה - אובייקטים,BGU
37213104,ניתוח ועיצוב מונחה עצמים להנדסת תוכנה,BGU
37213105,כריית נתונים ומחסני נתונים,BGU
37213111,ניתוח ועיצוב מערכות מידע להנדסת תוכנה,BGU
37213201,ניהול מערכות וטכנולוגיות מידע,BGU
37213305,בסיסי נתונים,BGU
37213306,מערכות בסיסי נתונים להנדסת תוכנה,BGU
37213401,ניתוח ועיצוב מערכות תוכנה,BGU
37213404,סחר אלקטרוני,BGU
37213501,הנדסת איכות תוכנה,BGU
37213502,יישומי בינה מלאכותית,BGU
37214108,ניהול פרוייקט תוכנה,BGU
37214110,פרקים בהנדסת תוכנה,BGU
37214208,טכנולוגיות מידע ותקשוב לממשל זמין,BGU
37214307,בסיסי נתונים מבוזרים ומערכות שרת לקוח,BGU
37214308,כריית נתונים,BGU
37214309,מחסני נתונים,BGU
37214312,מכונות נבונות - למידה וקבלת החלטות,BGU
37214404,מערכות אינטרנט מתקדמות,BGU
37214406,אחזור מידע וספריות דיגיטליות,BGU
37214408,מערכות סינון מידע,BGU
37214506,חיפוש בבינה מלאכותית,BGU
37214601,אבטחת מחשבים ורשתות תקשורת,BGU
37214902,ניתוח וקבלת החלטות במערכות מידע,BGU
37225104,ניהול פרויקטי תוכנה,BGU
37225109,ניהול ותפעול מחסני נתונים,BGU
37225412,מערכות איחזור מידע,BGU
37225509,מערכות מומחה ומערכות מבוססות ידע,BGU
37225511,קבוצות עמומות ולוגיקה עמומה,BGU
37225513,שיטות חיפוש בבינה מלאכותית,BGU
37225604,מערכות תומכות החלטה ברפואה,BGU
37225901,קריפטוגרפיה יישומית,BGU
37312011,תיכון תוכנה מונחה-עצמים,BGU
37411001,כימיה להנדסת בניין,BGU
37411002,כימיה של חומרי בניין,BGU
37411011,גרפיקה הנדסית להנדסת בניין,BGU
37411021,מבוא למכניקת מבנים,BGU
37411031,הכרת המחשב להנדסת בניין,BGU
37411041,מעבדה בתכנות למהנדסי בניין,BGU
37411051,חוזק 1 למהנדסי בניין,BGU
37411061,חומרי בנייה,BGU
37411081,סטטיקת מבנים 1,BGU
37411091,שימושי מחשב בהנדסת בניין,BGU
37411101,כלכלה הנדסית,BGU
37411102,מבוא לסטטיסטיקה למהנדסים,BGU
37411103,כימיה להנדסת בניין,BGU
37412010,חוזק 2 למהנדסי בניין,BGU
37412020,סטטיקת מבנים 2,BGU
37412030,מבני בטון 1,BGU
37412040,שירטוט מבנים,BGU
37412060,מבני בטון 2,BGU
37412070,גיאולוגיה למהנדסי בניין,BGU
37412071,שיטות ביצוע בבנייה,BGU
37412080,דינמיקת מבנים,BGU
37412090,מבנה פלדה,BGU
37412101,סטטיסטיקה למהנדסי בניין,BGU
37412181,מבוא לניהול הבניה,BGU
37412311,כלכלה למהנדסי בניין,BGU
37413020,עיקרי תכן מבנים,BGU
37413030,בטון דרוך,BGU
37413032,מבוא להנדסה סביבתית,BGU
37413040,תורת הזרימה והדרולוגיה,BGU
37413041,הנדסת ביסוס,BGU
37413051,בניית המהנדס,BGU
37413060,אירועים חריגים 1 - דינמיקה שימושית ותכן סיסמי,BGU
37413061,תורת האלסטיות,BGU
37413063,ניתוח מערכות וחקר ביצועים,BGU
37414011,שיטות נומריות בהנדסת בניין,BGU
37414017,שיטות ביצוע חדשניות בבנייה,BGU
37414023,תכנון ערים בישראל-תוכניות וחוק התכנון והבניה,BGU
37414030,היבטים משפטיים בבניה,BGU
37414050,מבנים מרחביים,BGU
37414061,מיפוי ומדידה,BGU
37414070,שיטות ביצוע בבניה,BGU
37414091,תפקוד מבנים,BGU
37414097,בנייה מתועשת,BGU
37414098,תכנון וניהול פרוייקטים בבנייה,BGU
37414101,אלמנטים סופיים בהנדסת בניין,BGU
37414104,אירועים חריגים 2 -מבוא למיגון מבנים,BGU
37414106,תחמושת ונפיצים - עקרונות בטיחות ואפקטים פיזיקליים,BGU
37414109,מבוא לתכנון גשרי בטון,BGU
37414113,מיכון וציוד בבניה,BGU
37414114,שיטות מימוש פרוייקטים בבניה,BGU
37414117,תכונות מכניות של חומרים,BGU
37510411,מבוא להנדסת בטיחות לתלמידי הנדסת תעשיה וניהול,BGU
37510611,מבוא להנדסת בטיחות לתלמידי הנדסת חשמל,BGU
37512111,מבוא להנדסת בטיחות לתלמידי הנדסת חומרים וגרעינית,BGU
37513511,מבוא להנדסת בטיחות בתעשייה הכימית,BGU
37520711,ניהול סיכונים,BGU
37625031,ריאקטורים,BGU
37625081,תהליכים פיסיקו-כימיים לטיפול במים ושפכים,BGU
37626031,כימיה סביבתית,BGU
37626041,ניהול סביבתי,BGU
37626061,דיני איכות סביבה,BGU
37626131,תהליכי ממברנות,BGU
37626171,מודלים מתימטיים בהנדסה סביבתית א\',BGU
37626261,"שיקולי איכות, בטיחות וידידותיות לסביבה בפיתוח תהליך כימי",BGU
37626311,הידרולוגיה למהנדסי הסביבה,BGU
37725011,מערכות הדמאה 1,BGU
37725021,מערכות הדמאה 2,BGU
37725061,יסודות תקשורת בסיבים אופטיים,BGU
37725071,נושאים נבחרים בתקשורת אופטית אלחוטית,BGU
37725091,יסודות והתקני מוליכים למחצה,BGU
37725151,מבוא לתכנון אופטומכני,BGU
37725233,מבוא לחישה מרחוק,BGU
39111031,שימושי מחשב במלונאות,BGU
41111011,ביולוגיה של התא,BGU
41111021,כימיה אורגנית,BGU
41112002,ביוכימיה לתלמידי הנדסה ביורפואית,BGU
41112111,אנטומיה,BGU
41113061,מבוא לתהליכים אקראיים,BGU
41113151,טכניקה ושימוש קליני בדימות רפואי,BGU
41113321,פתולוגיה כללית ומערכות,BGU
41113606,פיזיולוגיה הומנית - א,BGU
47181001,פיסיקה לרפואנים- א,BGU
47181011,מבחן אינטגרטיבי,BGU
47181021,פיסיקה לרפואנים - ב,BGU
47182003,ביוכימיה קלינית ורפואית,BGU
47211612,יסודות הסיעוד ב\',BGU
47213520,סיעוד במצבים דחופים וטראומטולוגיה,BGU
47215241,מבוא לאנטרופולוגיה,BGU
47215251,מבוא לסוציולוגיה,BGU
47313431,מבוא לאנטרופולוגיה,BGU
47425371,אתיקה רפואית,BGU
47425421,מערכת הרווחה בישראל,BGU
47710001,מבוא לכימיה כללית ואנליטית,BGU
47710061,אופטיקה ומיקרוסקופיה,BGU
47710081,פסיולוגיה של האדם,BGU
47710091,היסטולוגיה והתפתחות עוברית,BGU
47710101,ביולוגיה מולקולרית,BGU
47710111,"אימונולוגיה כללית, רפואית ודיאגנוסטית",BGU
47710341,מכשור מעבדתי ואטומציה,BGU
47710371,צמחי מרפא,BGU
47710451,תרביות תאים ורקמה,BGU
47711031,בקטריולוגיה ומיקולוגיה כללית ורפואית,BGU
47712061,אופטיקה ומיקרוסקופיה ב\',BGU
48011111,שיטות כמותיות,BGU
48011141,מבוא לחקר עבודה במדעי הבריאות,BGU
48011331,ניהול תפעול,BGU
48012111,מבוא לחקר ביצועים,BGU
48012201,סוציולוגיה של הבריאות,BGU
48012211,כלכלת בריאות,BGU
48013511,מערכת הרווחה בישראל: התפתחות וסוגיות נבחרות,BGU
48014011,תכנון והערכת שירותי בריאות,BGU
48014014,סטטיסטיקה בניהול,BGU
48014221,מדיניות מערכות בריאות,BGU
48222000,תירגול במיומנויות קליניות בינאישיות,BGU
48224001,כלכלה ללא כלכלנים,BGU
48413026,פרמקוקינטיקה וביורוקחות - א,BGU
48413027,פרמקוקינטיקה וביורוקחות ב,BGU
48413031,פתופיזיולוגיה ופרמקולוגיה של מערכת העיכול,BGU
48413032,פתופיזיולוגיה ופרמקולוגיה של מערכת אנדוקרינית,BGU
51552013,"מתמטיקה 3 יח\""ל",BGU
52952015,"מתמטיקה 5 יח\""ל",BGU
52952035,"פיזיקה 5 יח\""ל",BGU
53952015,"מתמטיקה 5 יח\""ל",BGU
53952035,פיסיקה,BGU
54952013,"מתמטיקה 3 יח\""ל",BGU
54952014,"מתמטיקה 4 יח\""ל",BGU
58050127,היסטוריה,BGU
58152035,מבוא לפיזיקה 1,BGU
59050127,היסטוריה - עולים חדשים,BGU
59052013,"מתמטיקה 3 יח\""ל - עולים חדשים",BGU
59052014,"מתמטיקה 4 יח\""ל - עולים חדשים",BGU
68110002,ניהול משא ומתן,BGU
68110003,ניהול צוות עובדים,BGU
68110005,מבוא להתנהגות צרכנים,BGU
68110006,ניתוח ניירות ערך,BGU
68110007,מצבי לחץ ושחיקה בעבודה,BGU
68110010,תקשורת בינאישית למנהלים,BGU
68110017,ניהול פרויקטים,BGU
68110018,ניהול והבטחת איכות,BGU
68110036,מבוא לסטטיסטיקה לניהול,BGU
68110039,פילוסופיה לניהול,BGU
68110040,יסודות הפרסום וניהול התקשורת השיווקית,BGU
68110041,דיני חוזים ועסקים,BGU
68110042,יסודות ההתנהגות הארגונית מאקרו,BGU
68110043,יסודות ההתנהגות הארגונית מיקרו,BGU
68110045,מנהיגות וניהול בארגונים,BGU
68110049,עקרונות השיווק להנדסה,BGU
68110052,חשיבה יצירתית בשיווק,BGU
68110058,חקר שווקים - סמינר,BGU
68110061,פיתוח קריירה בתעשייה עתירת ידע,BGU
68110073,פיתוח ושינוי ארגוני,BGU
68110074,כלכלה תעשייתית,BGU
68110075,שיטות מחקר בניהול,BGU
68110077,ניהול ציבורי בין משילות לקריסה,BGU
68110078,מסחר בינלאומי בעידן הגלובליזציה,BGU
68110079,גישור וניהול קונפליקטים,BGU
68110080,שיווק בינלאומי,BGU
68110081,ניהול קמעונאות,BGU
68110101,שיטות כמותיות 1,BGU
68110104,מימון חברות,BGU
68110109,יסודות השכנוע והפרזנטציה,BGU
68110112,יסודות בניהול ספורט מקצועני,BGU
68110115,פסיכולוגיה חיובית ועולם העבודה,BGU
68110119,"סגנונות ניהול, מוטיבציה ולמידה",BGU
68110121,יצירת ערך משותף- השיח החדש בין עסקים חברה ומדינה,BGU
68110124,ניהול יצירתיות וחדשנות,BGU
68110129,אינטליגנציה רגשית בעבודה,BGU
68110132,אסטרטגיות לניהול קיימות,BGU
68110144,שיווק שירותים,BGU
68111041,מבוא להכרת המזרח התיכון,BGU
68111051,מבוא למדעי התנהגות במינהל,BGU
68111061,יסודות החשבונאות,BGU
68111071,שיטות כמותיות בניהול,BGU
68111081,חשבונאות ניהולית,BGU
68111091,סוגיות וישומים בשוק ההון,BGU
68112011,תקשורת בניהול,BGU
68112031,מבוא ללוגיקה לנהול,BGU
68112041,עקרונות השיווק,BGU
68112061,יסודות המימון,BGU
68112071,ניהול משאבי אנוש,BGU
68113011,כתיבה עסקית,BGU
68113021,מבוא למחשבה חברתית,BGU
68113041,מבוא לתורת קבלת החלטות,BGU
68113061,חשבונאות פיננסית,BGU
68113071,מבוא למינהל ומדיניות ציבורית,BGU
68113081,תקשורת המונים,BGU
68114021,מבוא לחשבונאות פיננסית וניהולית,BGU
68114041,יסודות האסטרטגיה העסקית,BGU
68114051,מבנה חברתי מוסדי של ישראל,BGU
68114061,אנגלית עסקית,BGU
68114071,אתיקה לניהול,BGU
68114081,כלכלת ישראל למנהלים,BGU
68115011,מבוא ליזמות עסקית,BGU
68115041,מבוא לכלכלה לניהול א\',BGU
68115051,דיני חוזים,BGU
68115061,מבוא לכלכלה לניהול ב\',BGU
68115071,מבוא לדיני עבודה,BGU
68115081,"יסודות המימון לתעו\""נ",BGU
68115091,בקרת איכות סטטיסטית,BGU
68116021,מבוא לניהול מערכות ייצור בינלאומיות,BGU
68116031,אסטרטגיות של משא ומתן,BGU
68117061,מבוא למשפט,BGU
68210002,איטלקית למלונאות ותיירות א\',BGU
68210003,איטלקית למלונאות ותיירות ב\',BGU
68210008,ניהול מורשת בתיירות,BGU
68210010,תעשיית התיירות בישראל: מערכות מידע והיבטים עסקיים,BGU
68210011,דיני תיירות ועבודה,BGU
68210014,מבוא לתיירות אקולוגית,BGU
68210015,דיני עסקים,BGU
68210016,תקשורת בניהול,BGU
68210017,יסודות חקר שווקים,BGU
68210018,יסודות הניהול,BGU
68210019,איטלקית לניהול,BGU
68210022,שיטות כמותיות בניהול,BGU
68210063,המוצר התיירותי בישראל ? מאפייני הביקוש וההיצע,BGU
68210064,אתיקה ואחריות חברתית בניהול - קורס מבוא,BGU
68210068,מבוא לתזונה,BGU
68210074,שיווק לצרכנים צעירים - בתעשיית התיירות,BGU
68210075,סטטיסטיקה בניהול,BGU
68210079,יסודות המימון למלונאות ותיירות,BGU
68210086,אנגלית עסקית,BGU
68211011,מבוא לענף המלונאות,BGU
68211021,מבוא לענף התיירות,BGU
68211031,מערכות מידע מלונאיות,BGU
68211041,הסוציולוגיה של התיירות,BGU
68211051,מבוא לניהול תעופתי,BGU
68211061,מבוא לניהול מזון ומשקאות,BGU
68211071,ניהול מזון ומשקאות,BGU
68211081,נושאים נבחרים בניהול מזון ומשקאות,BGU
68211091,חשבונאות למלונאות,BGU
68211111,שיווק למלונאות ותיירות,BGU
68211121,מימון בענף המלונאות,BGU
68211131,פיתוח תירותי עסקי,BGU
68211141,צרפתית למלונאות ותיירות א\',BGU
68211161,ספרדית למלונאות,BGU
68211241,צרפתית למלונאות ותיירות ב\',BGU
68211251,ספרדית למלונאות,BGU
68211321,מודלים כמותיים במלונאות ותיירות,BGU
68220027,סוגיות בניהול בענף היין,BGU
68520019,מימון ציבורי,BGU
68520021,יסודות המחקר במנהל הציבורי,BGU
68520032,כלכלה למינהל ציבורי,BGU
68520034,"זכויות אדם, משפט ומדיניות ציבורית",BGU
68520041,מודלים כמותיים להערכת מדיניות ציבורית,BGU
68520046,ניהול משאבי ביטחון,BGU
68520055,"מדיניות ציבורית, צבא וביטחון",BGU
68520056,החברה האזרחית בעידן הגלובלי,BGU
68520130,היבטים כלכליים של צדק חלוקתי,BGU
68521041,תקצוב בסקטור הציבורי,BGU
68521061,מבוא למינהל ומדיניות ציבורית,BGU
68521071,"אסטרטגיות של מניפולציה מו\""מ ופ",BGU
68521081,בירוקרטיה,BGU
68521131,ארגון וניהול לסקטור הציבורי,BGU
68521151,משפט ציבורי,BGU
68521161,גישות בקבלת החלטות בסק\' הצבורי,BGU
68521191,שיטות איכותיות בתחום השיווק,BGU
68521221,ניהול מדיניות חברתית - כלכלית,BGU
68521241,נשים-ניהול ומנהיגות בישראל,BGU
68521251,מינהל ומדיניות ציבורית,BGU
68521281,מדיניות ציבורית,BGU
68521291,היבטים חברתיים,BGU
68521311,פוליטיקה אתנית בישראל,BGU
68521401,בקרה ובקורת פנימית,BGU
68521441,כלכלת השילטון המקומי,BGU
68522001,מושגי יסוד במשטר ופול\' בישראל,BGU
68522011,מדיניות כלכלית יישומית,BGU
68522041,רפו\' במינ\' הציבורי בארץ ובעולם,BGU
68522051,מבוא לתכנון מדיניות ועבודת מטה,BGU
68522061,סוגיות במשטר ופוליטיקה בישראל,BGU
68523011,המינהל הציבורי בישראל,BGU
68524011,אסטרטגיות ניהול,BGU
68524091,"יחסי סקטור פרטי-ממשלה, מבט השוואתי",BGU
68525041,צדק בחלוקת משאבים,BGU
68620002,"היבטים חברתיים על בריאות, חולי ומערכת הבריאות",BGU
68620014,תקשורת ובריאות,BGU
68620015,סוגיות במדיניות שכר במערכות ציבוריות בהשוואה למערכת הבריאות,BGU
68620038,מבוא לכלכלה,BGU
68720010,אתיקה של שיווק: אמת בפרסום,BGU
68720023,שיטות מחקר במדעי ההתנהגות,BGU
68720025,תיאוריה חשבונאית,BGU
68720029,קבוצות בארגון,BGU
68720045,ניהול תהליכי חדשנות בארגונים טכנולוגיים,BGU
68720046,חשיבה יצירתית בפיתוח מוצרים חדשים ובפרסום,BGU
68720055,מבוא לניהול מוסדות ללא כונות רווח,BGU
68720060,תהליכי שינוי בארגונים,BGU
68720065,היבטים פסיכולוגיים של ביצוע בארגונים,BGU
68720068,שיווק למנהלים,BGU
68720108,לחץ ושחיקה בניהול,BGU
68720116,שיווק קמעונאות ולוגיסטיקה,BGU
68720129,סוגיות בשיווק בחברות היי-טק,BGU
68720134,אחריות חברתית של עסקים,BGU
68720154,התנסות מעשית - מרעיון טכנולוגי למיזם עסקי.,BGU
68720158,הנעת עובדים בארגונים,BGU
68720159,שוק ההון וסוגיות נבחרות בניתוח ניירות ערך,BGU
68720161,ניתוח אירועים במימון חברות,BGU
68720177,שיווק ויראלי בעידן דיגיטאלי,BGU
68721011,אסטרטגיה ומדיניות,BGU
68721031,דיני עבודה,BGU
68721041,"ארועים בשיווק בינ\""ל",BGU
68721051,מבנים ותהליכים בארגון,BGU
68721061,שיווק בינלאומי בענפי הכימיה,BGU
68721081,גישת המערכות בניהול,BGU
68721091,הפרטת חברות,BGU
68721101,יחסי ממשלה-תעשיה,BGU
68721111,דינמיקה של סביבה וארגונים,BGU
68721131,תוכנות ושימושים סטטיסטיים,BGU
68721181,אופציות וחוזים עתידיים,BGU
68721201,"ניתוח דוחו\""ת פיננסיים",BGU
68721211,מדדים חשבונאים פיננסיים וכלכ,BGU
68721221,"שיטות ייצור מתקדם בסביבה בינ\""ל",BGU
68721241,מיון והערכת עובדים,BGU
68721311,אופטימיזציה וסטטיסטיקה למנהלים,BGU
68721351,ארועים בניהול פרויקטים,BGU
68721361,ניהול משאבי סביבה,BGU
68721371,קניין רוחני,BGU
68721401,הממשק בין משפט וטכנולוגיה,BGU
68721411,ניהול פרויקטים,BGU
68721441,דיני מיסים,BGU
68721451,משא ומתן,BGU
68721511,מחקר פעולה בניהול,BGU
68721521,תקשורת בתהליכי שיווק,BGU
68721531,ארגון שיווק סיטונאי לתעשיות,BGU
68721561,מדיניות מוצרים,BGU
68721591,אתיקה מקצועית,BGU
68721661,שיווק בינלאומי,BGU
68722031,שיתוף עובדים בהחלטות,BGU
68722051,שיווק שירותים,BGU
68722071,ארגון וירטואלי,BGU
68722081,יזמות עיסקית,BGU
68723011,בעיות נבחרות בחשבונאות,BGU
68723031,סוגיות נבחרות במיסים,BGU
68723041,מיסוי מקרקעין,BGU
68723081,מדעי התנהגות במנהל,BGU
68724020,סטטיסטיקה בניהול,BGU
68724211,יסודות המימון,BGU
68725561,חקר ביצועים,BGU
68725631,ניהול השיווק,BGU
68725991,מנהיגות בארגונים,BGU
68726011,כושר התחרות הבינלאומי,BGU
68726051,כלכלה ניהולית,BGU
68726061,תורת משחקים,BGU
68726091,חשבונאות,BGU
68726151,יזמות עיסקית,BGU
68726651,התנהגות צרכנים,BGU
68727011,בחירת תיק השקעות,BGU
68727121,אתיקה בעסקים,BGU
68727421,דיני תאגידים ועסקים,BGU
68727431,מבוא ללוגיסטיקה,BGU
68727441,ניהול חומרים ורכש,BGU
68727451,אסטרטגיות ניהול בינלאומי וגלובלי,BGU
68728011,כלכלה למינהל ציבורי,BGU
95011221,שירת ימי הבניים,BGU
95016661,"מבוא לשירת ימה\""ב",BGU
